NC_006624	638207478	1156756	1157964
NC_006624	638207479	1158093	1158296
NC_006624	638207474	1150948	1151769
NC_006624	638207475	1151766	1155200
NC_006624	638207476	1155294	1156139
NC_006624	638207477	1156141	1156665
NC_006624	638207470	1147267	1148715
NC_006624	638207471	1148761	1149906
NC_006624	638207472	1150019	1150633
NC_006624	638207473	1150605	1150808
NC_006624	638207679	1325817	1326014
NC_006624	638207672	1323188	1323517
NC_006624	638207673	1323518	1323673
NC_006624	638207670	1322013	1322774
NC_006624	638207671	1322780	1323079
NC_006624	638207676	1324480	1325505
NC_006624	638207677	1325512	1325685
NC_006624	638207675	1323861	1324466
NC_006624	638207651	1307343	1307717
NC_006624	638207588	1242660	1243682
NC_006624	638207589	1243688	1244338
NC_006624	638207580	1237010	1237264
NC_006624	638207581	1237261	1238655
NC_006624	638207582	1238652	1239053
NC_006624	638207583	1239110	1240384
NC_006624	638207584	1240468	1240671
NC_006624	638207585	1241010	1241477
NC_006624	638207587	1242269	1242589
NC_006624	638207977	1596678	1597835
NC_006624	638207266	969437	969685
NC_006624	638208220	1821063	1821620
NC_006624	638207086	805761	805919
NC_006624	638208221	1821761	1822045
NC_006624	638206548	333489	334460
NC_006624	638208222	1822207	1823175
NC_006624	638208223	1823205	1823972
NC_006624	638208224	1823959	1824777
NC_006624	638208225	1824764	1825648
NC_006624	638208226	1825750	1826253
NC_006624	638208227	1826328	1826603
NC_006624	638207080	801254	801445
NC_006624	638208141	1759502	1759912
NC_006624	638206393	209592	210221
NC_006624	638206541	328262	329065
NC_006624	638207269	971238	972575
NC_006624	638206540	328028	328258
NC_006624	638206334	160259	160825
NC_006624	638206335	160822	161271
NC_006624	638206336	161268	161486
NC_006624	638206337	161529	162452
NC_006624	638206330	156798	158051
NC_006624	638206331	158119	158970
NC_006624	638206332	158900	159739
NC_006624	638206333	159796	160206
NC_006624	638206998	734776	735081
NC_006624	638206999	735094	735684
NC_006624	638206338	162537	163997
NC_006624	638206339	164104	165147
NC_006624	638206308	136500	138221
NC_006624	638207067	791177	791797
NC_006624	638208045	1667258	1668700
NC_006624	638207065	790056	790604
NC_006624	638207064	789714	790007
NC_006624	638207063	788488	789669
NC_006624	638207062	788022	788318
NC_006624	638207061	787672	788019
NC_006624	638207060	786963	787583
NC_006624	638206514	306936	307601
NC_006624	638206516	308119	308850
NC_006624	638206517	309054	309629
NC_006624	638208048	1670153	1672099
NC_006624	638206511	305441	305869
NC_006624	638207069	793208	793414
NC_006624	638206513	306082	306936
NC_006624	638206198	50132	50470
NC_006624	638206199	50467	51036
NC_006624	638206306	135285	135722
NC_006624	638206190	41810	43432
NC_006624	638206191	43443	45182
NC_006624	638206192	45179	47173
	638206193		
NC_006624	638206194	47208	47866
NC_006624	638206195	47909	48538
NC_006624	638206196	48676	49878
NC_006624	638206197	49892	50059
NC_006624	638207113	831299	833107
NC_006624	638207112	830464	831201
NC_006624	638207111	829724	830467
NC_006624	638207110	828174	829625
NC_006624	638207117	838386	840368
NC_006624	638207116	838074	838340
NC_006624	638207115	836749	837990
NC_006624	638207114	833208	833774
NC_006624	638206420	230474	231562
NC_006624	638206421	231568	232323
NC_006624	638206422	232333	233325
NC_006624	638206423	233322	234143
NC_006624	638206424	234170	234331
NC_006624	638206425	234426	235469
NC_006624	638206426	235457	235948
NC_006624	638206427	235945	237087
NC_006624	638208138	1757132	1757554
NC_006624	638208139	1757597	1758829
NC_006624	638208278	1872911	1873282
NC_006624	638208175	1784738	1785055
NC_006624	638208130	1749412	1749861
NC_006624	638208131	1749858	1750556
NC_006624	638208132	1750519	1751619
NC_006624	638208133	1751820	1752896
NC_006624	638208134	1752898	1753539
NC_006624	638207735	1361377	1361814
NC_006624	638208136	1755547	1756203
NC_006624	638208137	1756236	1757012
NC_006624	638208426	2015730	2016653
NC_006624	638206601	377691	378353
NC_006624	638206602	378350	379951
NC_006624	638207734	1359119	1361380
NC_006624	638206604	381110	381853
NC_006624	638206605	381855	383057
NC_006624	638208420	2009245	2010744
NC_006624	638206607	383594	384574
NC_006624	638206608	384587	385000
NC_006624	638208170	1779660	1780016
NC_006624	638208428	2017485	2018900
NC_006624	638206649	425738	427000
NC_006624	638207731	1356499	1357080
NC_006624	638207730	1355261	1356418
NC_006624	638207805	1429391	1430959
NC_006624	638207804	1428855	1429283
NC_006624	638207807	1431359	1431832
NC_006624	638207806	1430970	1431356
NC_006624	638207801	1424166	1424678
NC_006624	638207800	1423289	1424143
NC_006624	638207803	1425336	1428809
NC_006624	638207802	1424842	1425336
NC_006624	638207809	1433105	1433947
NC_006624	638207808	1431839	1433032
NC_006624	638207481	1158591	1158968
NC_006624	638207480	1158299	1158511
NC_006624	638207483	1160361	1160972
NC_006624	638207482	1159036	1160220
NC_006624	638207485	1162366	1164261
NC_006624	638207484	1161006	1162310
NC_006624	638207487	1165339	1165758
NC_006624	638207486	1164379	1165332
NC_006624	638207489	1166469	1166624
NC_006624	638207488	1165797	1166390
NC_006624	638206641	417406	418014
NC_006624	638208425	2014623	2015639
NC_006624	638206642	418035	418673
NC_006624	638207649	1305914	1306927
NC_006624	638207648	1305129	1305917
NC_006624	638207647	1304368	1305123
NC_006624	638207646	1303609	1304286
NC_006624	638207645	1302437	1303561
NC_006624	638207644	1300968	1302302
NC_006624	638207643	1299867	1300898
NC_006624	638207642	1299149	1299793
NC_006624	638207641	1297794	1299113
NC_006624	638207640	1296426	1297793
NC_006624	638206579	353731	354846
NC_006624	638208370	1953292	1954581
NC_006624	638207249	955687	955890
NC_006624	638207248	954993	955703
NC_006624	638207243	946439	947614
NC_006624	638207242	946117	946425
NC_006624	638207241	945680	946117
NC_006624	638207240	945226	945669
NC_006624	638207247	954178	954858
NC_006624	638207246	953731	953979
NC_006624	638207245	950342	953713
NC_006624	638207244	947616	950336
NC_006624	638208378	1962014	1965784
NC_006624	638208379	1965976	1966761
NC_006624	638207213	930107	930388
NC_006624	638208171	1780081	1781619
NC_006624	638206701	467377	467592
NC_006624	638207188	904197	904679
NC_006624	638206700	466090	467307
NC_006624	638207148	865631	866194
NC_006624	638207149	866229	867074
NC_006624	638206578	352962	353729
NC_006624	638207145	861873	863285
NC_006624	638207928	1538164	1539573
NC_006624	638207929	1539589	1540806
NC_006624	638208291	1880887	1881372
NC_006624	638208427	2016788	2017519
NC_006624	638208290	1880367	1880900
NC_006624	638207212	928940	929992
NC_006624	638208292	1881374	1881862
NC_006624	638208044	1666398	1667246
NC_006624	638206489	288501	288896
NC_006624	638208295	1883646	1884179
NC_006624	638208294	1882437	1883645
NC_006624	638206851	600141	600842
NC_006624	638206850	599440	600144
NC_006624	638206853	601810	602136
NC_006624	638206852	600839	601690
NC_006624	638206855	602657	603316
NC_006624	638206854	602133	602573
NC_006624	638206857	604721	606142
NC_006624	638206856	603388	604710
NC_006624	638206859	606601	607491
NC_006624	638206858	606275	606568
NC_006624	638208296	1884260	1885252
NC_006624	638207603	1252309	1254255
NC_006624	638208298	1886774	1887373
NC_006624	638207353	1045492	1046751
NC_006624	638206299	124673	126898
NC_006624	638206298	124319	124609
NC_006624	638206293	121220	121693
NC_006624	638207607	1258081	1259640
NC_006624	638206291	119802	120668
NC_006624	638206290	118919	119800
NC_006624	638206297	123409	124335
NC_006624	638206296	123181	123408
NC_006624	638206295	122748	123179
NC_006624	638206294	122193	122597
NC_006624	638208046	1668794	1669126
NC_006624	638207362	1053445	1053705
NC_006624	638207357	1049401	1050282
NC_006624	638207604	1254265	1254876
NC_006624	638206639	415964	416614
NC_006624	638208503	2078262	2079062
NC_006624	638208502	2077801	2078250
NC_006624	638208107	1733101	1733214
NC_006624	638208458	2045225	2046121
NC_006624	638208040	1660350	1660829
NC_006624	638208457	2044519	2045268
NC_006624	638208456	2043108	2044301
NC_006624	638208455	2041920	2043056
NC_006624	638208454	2040895	2041830
NC_006624	638208453	2040414	2040914
NC_006624	638208041	1660818	1661735
