NC_014804	650728173	1470989	1471837
NC_014804	650728172	1469670	1470992
NC_014804	650728171	1468424	1469380
NC_014804	650728170	1467982	1468389
NC_014804	650728177	1474162	1475121
NC_014804	650728176	1473144	1474151
NC_014804	650728175	1472617	1472775
NC_014804	650728174	1471847	1472611
NC_014804	650728179	1476585	1477646
NC_014804	650728178	1475132	1476574
NC_014804	650726919	370117	370869
NC_014804	650726918	369265	370062
NC_014804	650726917	368434	369258
NC_014804	650726916	367610	368419
NC_014804	650726915	366534	367505
NC_014804	650726914	365737	366531
NC_014804	650726913	365549	365662
NC_014804	650726912	364583	365473
NC_014804	650726911	363969	364586
NC_014804	650726910	362846	363979
NC_014804	650728547	1833478	1833672
NC_014804	650728515	1799211	1799753
NC_014804	650728514	1799023	1799208
NC_014804	650728517	1800039	1800194
NC_014804	650728516	1799743	1800042
NC_014804	650728511	1797385	1797795
NC_014804	650728510	1796120	1797352
NC_014804	650728513	1798466	1799026
NC_014804	650728512	1797879	1798415
NC_014804	650728519	1800807	1800938
NC_014804	650728518	1800227	1800829
NC_014804	650728685	1976366	1976779
NC_014804	650728684	1975401	1976342
NC_014804	650728687	1977151	1978311
NC_014804	650728686	1976827	1977129
NC_014804	650728681	1967109	1968149
NC_014804	650728680	1966018	1967043
NC_014804	650728683	1969579	1975266
NC_014804	650728682	1968182	1969339
NC_014804	650728689	1979483	1980808
NC_014804	650728688	1978362	1979429
NC_014804	650726540	76535	76996
NC_014804	650727018	461179	462000
NC_014804	650728429	1725488	1726876
NC_014804	650728428	1724243	1725454
NC_014804	650728359	1651658	1654255
NC_014804	650728358	1650498	1651640
NC_015471	650829889	33616	34521
NC_015471	650829888	33204	33473
NC_014804	650728353	1645781	1646305
NC_014804	650728352	1645486	1645791
NC_014804	650728423	1719076	1720017
NC_014804	650728350	1641550	1644723
NC_014804	650728425	1721154	1721759
NC_014804	650728356	1648232	1649830
NC_015471	650829883	28541	29572
NC_014804	650728354	1646400	1646831
NC_014804	650728199	1499084	1499500
NC_014804	650728198	1498005	1498931
NC_014804	650728191	1491107	1492219
NC_014804	650728190	1490802	1491110
NC_014804	650728193	1492869	1493354
NC_014804	650728192	1492226	1492837
NC_014804	650728195	1495354	1495665
NC_014804	650728194	1493373	1495352
NC_014804	650728197	1496485	1498008
NC_014804	650728196	1495797	1496480
NC_014804	650727011	455469	456572
NC_014804	650726549	83116	84156
NC_014804	650728229	1526214	1526867
NC_014804	650728228	1526052	1526165
NC_014804	650728227	1524156	1526024
NC_014804	650728226	1523305	1524099
NC_014804	650728225	1522471	1523286
NC_014804	650728224	1522113	1522484
NC_014804	650728223	1521026	1522123
NC_014804	650728222	1519893	1520969
NC_014804	650728221	1519511	1519888
NC_014804	650728220	1518882	1519508
NC_014804	650727415	810494	811192
NC_014804	650727414	810135	810497
NC_014804	650727416	811205	812059
NC_014804	650727411	807231	808646
NC_014804	650727410	806507	807265
NC_014804	650727413	809364	809999
NC_014804	650727412	808687	809352
